call_id,calling_number,called_number,start_time,end_time,duration,call_type
111,21650583139,216277612,2025-01-13 14:55:42,2025-01-13 15:02:25,403,Incoming
112,21650298365,216977650,2025-01-13 15:03:59,2025-01-13 15:43:03,2344,Outgoing
113,21650162827,216676476,2025-01-13 13:27:51,2025-01-13 13:51:15,1404,Incoming
114,21650433481,216399046,2025-01-13 14:15:12,2025-01-13 14:22:59,467,Outgoing
115,21650624668,216759331,2025-01-13 14:25:00,2025-01-13 15:14:04,2944,Incoming
116,21650231692,216657720,2025-01-13 14:56:10,2025-01-13 15:47:54,3104,Incoming
117,21650398729,216881883,2025-01-13 13:26:20,2025-01-13 13:58:39,1939,Outgoing
118,21650146564,216955957,2025-01-13 15:15:22,2025-01-13 15:26:14,652,Outgoing
119,21650148907,216170189,2025-01-13 15:07:32,2025-01-13 15:57:15,2983,Outgoing
120,21650914601,216180845,2025-01-13 14:48:12,2025-01-13 15:11:24,1392,Incoming
121,21650471949,216689882,2025-01-13 15:19:36,2025-01-13 16:15:15,3339,Incoming
122,21650832466,216245201,2025-01-13 15:04:49,2025-01-13 15:37:23,1954,Outgoing
123,21650301358,216723365,2025-01-13 15:09:03,2025-01-13 15:22:31,808,Outgoing
124,21650282448,216426641,2025-01-13 14:46:48,2025-01-13 15:20:33,2025,Outgoing
125,21650454643,216295656,2025-01-13 15:07:47,2025-01-13 15:36:57,1750,Incoming
126,21650840379,216971771,2025-01-13 15:03:25,2025-01-13 15:52:39,2954,Incoming
127,21650617281,216737855,2025-01-13 15:06:15,2025-01-13 15:25:27,1152,Incoming
128,21650554560,216343295,2025-01-13 14:11:57,2025-01-13 15:10:05,3488,Outgoing
129,21650346492,216873302,2025-01-13 14:12:27,2025-01-13 14:17:44,317,Incoming
130,21650687135,216780904,2025-01-13 14:39:34,2025-01-13 15:14:55,2121,Incoming
131,21650340564,216993435,2025-01-13 15:02:42,2025-01-13 15:38:10,2128,Incoming
132,21650923928,216147499,2025-01-13 14:15:26,2025-01-13 14:27:42,736,Outgoing
133,21650991151,216992188,2025-01-13 13:45:27,2025-01-13 14:36:14,3047,Incoming
134,21650481026,216585387,2025-01-13 15:14:37,2025-01-13 16:03:10,2913,Incoming
135,21650748761,216289383,2025-01-13 14:47:20,2025-01-13 15:32:30,2710,Incoming
136,21650955581,216753944,2025-01-13 14:23:48,2025-01-13 14:55:38,1910,Outgoing
137,21650561771,216905741,2025-01-13 15:22:51,2025-01-13 16:13:05,3014,Outgoing
138,21650523555,216854733,2025-01-13 14:50:59,2025-01-13 15:11:12,1213,Outgoing
139,21650588231,216478340,2025-01-13 14:30:10,2025-01-13 15:07:10,2220,Incoming
140,21650276422,216836139,2025-01-13 14:25:07,2025-01-13 15:20:52,3345,Outgoing
141,21650754998,216714703,2025-01-13 14:43:42,2025-01-13 14:57:33,831,Incoming
142,21650288994,216669193,2025-01-13 14:07:56,2025-01-13 14:36:19,1703,Incoming
143,21650462446,216687415,2025-01-13 15:22:36,2025-01-13 15:33:38,662,Outgoing
144,21650612364,216445014,2025-01-13 13:59:24,2025-01-13 14:32:04,1960,Outgoing
145,21650935766,216718924,2025-01-13 13:34:33,2025-01-13 13:57:15,1362,Incoming
146,21650694449,216127704,2025-01-13 14:50:32,2025-01-13 15:40:22,2990,Outgoing
147,21650962172,216259759,2025-01-13 14:58:26,2025-01-13 15:35:01,2195,Outgoing
148,21650287368,216765688,2025-01-13 14:27:34,2025-01-13 14:28:51,77,Outgoing
149,21650222505,216276028,2025-01-13 13:46:46,2025-01-13 14:32:13,2727,Outgoing
150,21650307866,216488363,2025-01-13 13:29:17,2025-01-13 13:50:57,1300,Outgoing
151,21650755434,216336586,2025-01-13 14:37:57,2025-01-13 15:00:48,1371,Incoming
152,21650737328,216163068,2025-01-13 14:35:01,2025-01-13 15:22:39,2858,Incoming
153,21650594121,216994214,2025-01-13 14:29:01,2025-01-13 14:39:47,646,Incoming
154,21650803172,216244172,2025-01-13 15:06:53,2025-01-13 15:31:28,1475,Outgoing
155,21650831467,216394211,2025-01-13 14:35:34,2025-01-13 15:15:33,2399,Outgoing
156,21650553493,216409802,2025-01-13 14:11:49,2025-01-13 14:57:24,2735,Outgoing
157,21650171962,216436839,2025-01-13 15:11:54,2025-01-13 15:43:05,1871,Incoming
158,21650374509,216844091,2025-01-13 13:32:20,2025-01-13 14:29:54,3454,Outgoing
159,21650648671,216741446,2025-01-13 15:00:39,2025-01-13 15:25:18,1479,Incoming
160,21650368252,216647750,2025-01-13 14:47:08,2025-01-13 15:46:14,3546,Incoming
161,21650390639,216445851,2025-01-13 14:52:31,2025-01-13 15:38:38,2767,Outgoing
162,21650233023,216737359,2025-01-13 15:08:19,2025-01-13 15:51:22,2583,Outgoing
163,21650629075,216538235,2025-01-13 14:20:55,2025-01-13 14:21:24,29,Outgoing
164,21650917878,216549926,2025-01-13 14:24:15,2025-01-13 14:54:04,1789,Outgoing
165,21650401765,216582844,2025-01-13 13:34:13,2025-01-13 14:29:32,3319,Incoming
166,21650502171,216877078,2025-01-13 13:55:06,2025-01-13 14:03:10,484,Outgoing
167,21650921234,216196447,2025-01-13 14:33:44,2025-01-13 14:55:00,1276,Outgoing
168,21650726641,216819924,2025-01-13 13:49:34,2025-01-13 14:09:05,1171,Incoming
169,21650784013,216887389,2025-01-13 13:53:46,2025-01-13 14:38:32,2686,Incoming
170,21650163712,216197002,2025-01-13 14:57:16,2025-01-13 15:33:34,2178,Outgoing
171,21650545609,216490913,2025-01-13 14:48:44,2025-01-13 15:36:16,2852,Outgoing
172,21650815202,216610129,2025-01-13 15:08:42,2025-01-13 15:38:25,1783,Outgoing
173,21650704874,216446675,2025-01-13 14:19:25,2025-01-13 14:23:19,234,Outgoing
174,21650186540,216134124,2025-01-13 13:26:36,2025-01-13 13:46:33,1197,Incoming
175,21650781470,216416918,2025-01-13 14:13:09,2025-01-13 14:57:56,2687,Incoming
176,21650806288,216999045,2025-01-13 13:31:11,2025-01-13 13:36:20,309,Outgoing
177,21650343648,216376848,2025-01-13 13:44:52,2025-01-13 14:41:32,3400,Outgoing
178,21650839664,216347003,2025-01-13 13:40:42,2025-01-13 13:41:08,26,Incoming
179,21650283514,216971188,2025-01-13 13:52:38,2025-01-13 14:05:10,752,Incoming
180,21650733837,216780551,2025-01-13 13:37:12,2025-01-13 13:52:35,923,Outgoing
181,21650853527,216603458,2025-01-13 14:42:05,2025-01-13 15:07:26,1521,Outgoing
182,21650711236,216131773,2025-01-13 14:51:51,2025-01-13 15:47:22,3331,Outgoing
183,21650650244,216645558,2025-01-13 15:03:10,2025-01-13 15:08:46,336,Incoming
184,21650105561,216906550,2025-01-13 14:08:01,2025-01-13 14:33:53,1552,Outgoing
185,21650105715,216178826,2025-01-13 13:26:03,2025-01-13 14:21:00,3297,Incoming
186,21650801929,216590497,2025-01-13 14:11:32,2025-01-13 14:27:43,971,Outgoing
187,21650468149,216497326,2025-01-13 14:30:32,2025-01-13 14:31:47,75,Incoming
188,21650299515,216125044,2025-01-13 13:51:08,2025-01-13 14:28:50,2262,Outgoing
189,21650910643,216628485,2025-01-13 14:05:42,2025-01-13 14:50:40,2698,Incoming
190,21650177694,216539326,2025-01-13 14:36:20,2025-01-13 15:03:25,1625,Incoming
191,21650683101,216976690,2025-01-13 14:50:46,2025-01-13 15:29:56,2350,Incoming
192,21650759780,216106643,2025-01-13 14:36:12,2025-01-13 14:40:26,254,Incoming
193,21650690113,216493904,2025-01-13 15:16:11,2025-01-13 16:07:22,3071,Outgoing
194,21650101510,216857839,2025-01-13 15:06:21,2025-01-13 15:18:37,736,Incoming
195,21650370367,216389569,2025-01-13 14:01:25,2025-01-13 14:06:46,321,Incoming
196,21650823152,216188178,2025-01-13 13:49:55,2025-01-13 14:19:22,1767,Incoming
197,21650902647,216192821,2025-01-13 13:38:00,2025-01-13 13:52:26,866,Incoming
198,21650700450,216544061,2025-01-13 15:21:06,2025-01-13 15:27:37,391,Outgoing
199,21650726929,216248509,2025-01-13 14:20:06,2025-01-13 15:09:58,2992,Incoming
200,21650400829,216781436,2025-01-13 14:06:45,2025-01-13 14:26:43,1198,Outgoing
201,21650454661,216786544,2025-01-13 15:05:48,2025-01-13 15:14:38,530,Incoming
202,21650274408,216428887,2025-01-13 14:15:06,2025-01-13 14:45:41,1835,Incoming
203,21650755951,216896925,2025-01-13 14:56:32,2025-01-13 15:44:06,2854,Incoming
204,21650635239,216188129,2025-01-13 13:56:30,2025-01-13 14:40:44,2654,Outgoing
205,21650932138,216878534,2025-01-13 14:34:18,2025-01-13 15:07:49,2011,Outgoing
206,21650383225,216858670,2025-01-13 14:12:08,2025-01-13 15:09:12,3424,Incoming
207,21650232356,216903535,2025-01-13 14:13:09,2025-01-13 14:44:10,1861,Outgoing
208,21650733617,216856548,2025-01-13 15:18:25,2025-01-13 16:06:46,2901,Outgoing
209,21650994792,216683638,2025-01-13 15:18:13,2025-01-13 16:16:54,3521,Outgoing
210,21650284359,216880407,2025-01-13 13:32:26,2025-01-13 14:13:41,2475,Incoming
211,21650255971,216426371,2025-01-13 14:38:42,2025-01-13 14:42:48,246,Incoming
212,21650846249,216968404,2025-01-13 14:07:52,2025-01-13 14:36:46,1734,Outgoing
213,21650444801,216485060,2025-01-13 14:48:08,2025-01-13 14:55:11,423,Outgoing
214,21650780939,216869013,2025-01-13 13:23:47,2025-01-13 14:10:12,2785,Outgoing
215,21650885909,216336523,2025-01-13 13:55:40,2025-01-13 14:40:03,2663,Outgoing
216,21650854861,216745934,2025-01-13 14:26:57,2025-01-13 15:26:01,3544,Incoming
217,21650260368,216230006,2025-01-13 14:33:04,2025-01-13 15:14:15,2471,Incoming
218,21650338724,216563138,2025-01-13 14:42:19,2025-01-13 15:38:54,3395,Outgoing
219,21650679361,216815833,2025-01-13 14:28:28,2025-01-13 15:13:07,2679,Outgoing
220,21650109347,216158477,2025-01-13 14:05:14,2025-01-13 14:17:51,757,Incoming
221,21650765281,216146245,2025-01-13 13:44:55,2025-01-13 13:59:41,886,Outgoing
222,21650944448,216675105,2025-01-13 13:35:55,2025-01-13 14:24:09,2894,Incoming
223,21650190266,216875711,2025-01-13 14:47:27,2025-01-13 15:15:24,1677,Outgoing
224,21650912927,216274069,2025-01-13 14:50:29,2025-01-13 15:21:56,1887,Outgoing
225,21650786144,216570008,2025-01-13 14:35:51,2025-01-13 15:11:40,2149,Incoming
226,21650423243,216163992,2025-01-13 14:20:10,2025-01-13 14:33:59,829,Incoming
227,21650717497,216421586,2025-01-13 14:19:19,2025-01-13 14:57:35,2296,Outgoing
228,21650494622,216610370,2025-01-13 13:48:22,2025-01-13 14:36:23,2881,Incoming
229,21650176897,216839001,2025-01-13 14:04:22,2025-01-13 14:05:17,55,Outgoing
230,21650499968,216940048,2025-01-13 14:59:44,2025-01-13 15:29:01,1757,Incoming
231,21650713832,216307399,2025-01-13 14:59:41,2025-01-13 15:15:26,945,Incoming
232,21650514164,216789028,2025-01-13 15:08:01,2025-01-13 15:50:21,2540,Incoming
233,21650872325,216518337,2025-01-13 13:48:44,2025-01-13 14:08:36,1192,Incoming
234,21650233618,216763537,2025-01-13 14:08:20,2025-01-13 14:09:13,53,Incoming
235,21650299046,216200047,2025-01-13 13:51:08,2025-01-13 14:11:26,1218,Outgoing
236,21650947188,216718315,2025-01-13 14:25:34,2025-01-13 15:20:44,3310,Outgoing
237,21650218451,216721303,2025-01-13 14:40:14,2025-01-13 15:19:46,2372,Outgoing
238,21650528537,216192603,2025-01-13 14:02:50,2025-01-13 14:33:59,1869,Incoming
239,21650101736,216721461,2025-01-13 14:01:28,2025-01-13 14:40:32,2344,Incoming
240,21650245597,216427468,2025-01-13 14:49:13,2025-01-13 15:06:19,1026,Outgoing
241,21650375350,216767254,2025-01-13 14:04:17,2025-01-13 14:50:04,2747,Outgoing
242,21650440416,216767938,2025-01-13 14:03:56,2025-01-13 14:51:22,2846,Incoming
243,21650614381,216695347,2025-01-13 13:26:25,2025-01-13 13:47:35,1270,Incoming
244,21650631261,216170357,2025-01-13 14:28:22,2025-01-13 15:12:16,2634,Outgoing
245,21650234916,216589920,2025-01-13 14:14:41,2025-01-13 15:07:28,3167,Incoming
246,21650167573,216521151,2025-01-13 13:51:43,2025-01-13 14:05:40,837,Incoming
247,21650592840,216220902,2025-01-13 14:29:22,2025-01-13 15:15:12,2750,Outgoing
248,21650880801,216398144,2025-01-13 14:13:05,2025-01-13 14:13:25,20,Incoming
249,21650885567,216872957,2025-01-13 14:08:56,2025-01-13 15:05:30,3394,Incoming
250,21650119610,216929764,2025-01-13 15:08:02,2025-01-13 15:56:01,2879,Incoming
251,21650511513,216693129,2025-01-13 15:19:11,2025-01-13 15:26:36,445,Incoming
252,21650766368,216635453,2025-01-13 15:20:08,2025-01-13 15:59:59,2391,Outgoing
253,21650742294,216760767,2025-01-13 13:44:52,2025-01-13 14:41:06,3374,Outgoing
254,21650846442,216408511,2025-01-13 15:16:22,2025-01-13 16:11:14,3292,Incoming
255,21650155454,216745479,2025-01-13 14:27:39,2025-01-13 14:50:27,1368,Outgoing
256,21650647182,216252888,2025-01-13 15:06:29,2025-01-13 15:32:33,1564,Incoming
257,21650454109,216267862,2025-01-13 13:57:41,2025-01-13 14:46:37,2936,Outgoing
258,21650126230,216319368,2025-01-13 15:00:55,2025-01-13 15:55:36,3281,Incoming
259,21650440761,216452827,2025-01-13 13:47:13,2025-01-13 14:43:09,3356,Outgoing
260,21650674916,216662972,2025-01-13 14:42:20,2025-01-13 14:44:41,141,Outgoing
261,21650736231,216595584,2025-01-13 13:28:45,2025-01-13 13:56:23,1658,Outgoing
262,21650493504,216377582,2025-01-13 14:17:33,2025-01-13 15:11:09,3216,Incoming
263,21650306355,216129596,2025-01-13 13:45:44,2025-01-13 14:30:14,2670,Incoming
264,21650956854,216311792,2025-01-13 14:25:11,2025-01-13 14:42:01,1010,Outgoing
265,21650894458,216868871,2025-01-13 14:13:53,2025-01-13 14:14:42,49,Outgoing
266,21650436605,216816925,2025-01-13 14:56:19,2025-01-13 14:57:03,44,Outgoing
267,21650442689,216257110,2025-01-13 14:10:50,2025-01-13 15:08:21,3451,Incoming
268,21650940867,216600722,2025-01-13 14:26:49,2025-01-13 14:28:09,80,Outgoing
269,21650377098,216935536,2025-01-13 15:22:12,2025-01-13 15:42:15,1203,Outgoing
270,21650697696,216784497,2025-01-13 14:17:42,2025-01-13 15:11:30,3228,Incoming
271,21650821144,216359913,2025-01-13 15:03:22,2025-01-13 15:37:34,2052,Outgoing
272,21650622286,216987019,2025-01-13 15:22:16,2025-01-13 15:46:37,1461,Outgoing
273,21650819139,216167466,2025-01-13 13:42:51,2025-01-13 14:39:17,3386,Incoming
274,21650786988,216540842,2025-01-13 14:26:26,2025-01-13 14:38:56,750,Incoming
275,21650232259,216695507,2025-01-13 14:42:49,2025-01-13 14:49:48,419,Incoming
276,21650842207,216734874,2025-01-13 14:28:10,2025-01-13 15:19:02,3052,Incoming
277,21650115842,216905003,2025-01-13 15:13:43,2025-01-13 16:02:11,2908,Incoming
278,21650971169,216685546,2025-01-13 14:02:56,2025-01-13 14:16:26,810,Incoming
279,21650240477,216416175,2025-01-13 13:50:30,2025-01-13 14:09:45,1155,Incoming
280,21650434739,216881810,2025-01-13 13:23:53,2025-01-13 14:09:26,2733,Incoming
281,21650515934,216363568,2025-01-13 13:56:13,2025-01-13 14:22:21,1568,Incoming
282,21650577812,216741596,2025-01-13 14:16:06,2025-01-13 15:14:31,3505,Outgoing
283,21650749529,216217775,2025-01-13 13:26:45,2025-01-13 13:31:34,289,Incoming
284,21650359749,216380363,2025-01-13 13:34:52,2025-01-13 14:27:42,3170,Outgoing
285,21650261270,216363145,2025-01-13 14:55:13,2025-01-13 15:03:04,471,Outgoing
286,21650946049,216308142,2025-01-13 14:32:03,2025-01-13 15:01:41,1778,Incoming
287,21650999586,216673067,2025-01-13 14:02:55,2025-01-13 14:16:53,838,Incoming
288,21650729834,216579289,2025-01-13 13:24:35,2025-01-13 13:47:17,1362,Outgoing
289,21650733577,216340725,2025-01-13 14:34:23,2025-01-13 14:45:39,676,Outgoing
290,21650481934,216747544,2025-01-13 14:45:44,2025-01-13 14:52:41,417,Incoming
291,21650835149,216157369,2025-01-13 13:42:51,2025-01-13 14:24:44,2513,Outgoing
292,21650384894,216177947,2025-01-13 13:24:14,2025-01-13 13:45:19,1265,Outgoing
293,21650480368,216805202,2025-01-13 14:37:56,2025-01-13 14:43:12,316,Incoming
294,21650643900,216107762,2025-01-13 14:10:09,2025-01-13 14:26:46,997,Incoming
295,21650230627,216920978,2025-01-13 13:39:09,2025-01-13 14:01:28,1339,Incoming
296,21650146726,216632112,2025-01-13 15:13:51,2025-01-13 15:32:22,1111,Incoming
297,21650251624,216210585,2025-01-13 15:10:54,2025-01-13 15:25:03,849,Incoming
298,21650162874,216635037,2025-01-13 15:12:19,2025-01-13 15:46:04,2025,Incoming
299,21650721173,216540934,2025-01-13 15:10:15,2025-01-13 15:45:48,2133,Incoming
300,21650306952,216535075,2025-01-13 13:39:09,2025-01-13 13:40:07,58,Outgoing
301,21650833496,216241847,2025-01-13 14:16:56,2025-01-13 14:22:47,351,Incoming
302,21650381494,216603762,2025-01-13 14:40:22,2025-01-13 14:41:18,56,Outgoing
303,21650580493,216287402,2025-01-13 14:32:50,2025-01-13 15:15:25,2555,Incoming
304,21650730733,216932012,2025-01-13 14:51:49,2025-01-13 15:37:25,2736,Incoming
305,21650721272,216659554,2025-01-13 13:54:13,2025-01-13 14:52:47,3514,Incoming
306,21650203013,216260838,2025-01-13 14:49:39,2025-01-13 15:47:57,3498,Incoming
307,21650692521,216294804,2025-01-13 13:54:45,2025-01-13 14:41:42,2817,Outgoing
308,21650241931,216518987,2025-01-13 14:21:11,2025-01-13 14:28:59,468,Outgoing
