call_id,calling_number,called_number,start_time,end_time,duration,call_type
44,21650675284,216406983,2025-01-13 14:42:50,2025-01-13 15:25:41,2571,Outgoing
45,21650873390,216806711,2025-01-13 14:53:18,2025-01-13 15:33:19,2401,Outgoing
46,21650197708,216388147,2025-01-13 14:42:23,2025-01-13 15:10:52,1709,Outgoing
47,21650875093,216626712,2025-01-13 14:44:50,2025-01-13 14:58:26,816,Outgoing
48,21650413183,216753283,2025-01-13 15:07:18,2025-01-13 15:44:26,2228,Outgoing
49,21650778065,216289959,2025-01-13 15:05:52,2025-01-13 15:34:31,1719,Outgoing
50,21650173781,216524557,2025-01-13 14:25:19,2025-01-13 14:52:58,1659,Incoming
51,21650358587,216635795,2025-01-13 13:35:35,2025-01-13 13:59:26,1431,Outgoing
52,21650522971,216647206,2025-01-13 14:09:59,2025-01-13 15:09:22,3563,Incoming
53,21650107741,216323230,2025-01-13 14:15:40,2025-01-13 15:13:31,3471,Outgoing
54,21650942101,216332238,2025-01-13 14:30:47,2025-01-13 14:59:56,1749,Outgoing
55,21650502115,216847960,2025-01-13 15:12:49,2025-01-13 15:33:16,1227,Outgoing
56,21650534875,216667543,2025-01-13 14:27:29,2025-01-13 14:59:09,1900,Outgoing
57,21650592050,216291406,2025-01-13 15:17:51,2025-01-13 15:53:19,2128,Outgoing
58,21650994538,216324066,2025-01-13 13:38:58,2025-01-13 13:47:38,520,Incoming
59,21650434496,216320538,2025-01-13 13:39:16,2025-01-13 13:44:22,306,Outgoing
60,21650192409,216946934,2025-01-13 13:40:24,2025-01-13 14:38:10,3466,Outgoing
61,21650450316,216531573,2025-01-13 14:23:30,2025-01-13 14:26:16,166,Incoming
62,21650821707,216360223,2025-01-13 13:40:20,2025-01-13 14:40:15,3595,Outgoing
63,21650985183,216793356,2025-01-13 13:24:38,2025-01-13 13:37:19,761,Outgoing
64,21650339593,216745023,2025-01-13 13:43:50,2025-01-13 13:58:42,892,Incoming
65,21650220264,216911053,2025-01-13 15:06:04,2025-01-13 15:26:26,1222,Incoming
66,21650495867,216481324,2025-01-13 14:52:18,2025-01-13 15:30:25,2287,Incoming
67,21650462050,216370146,2025-01-13 13:48:51,2025-01-13 14:43:02,3251,Incoming
68,21650785505,216477335,2025-01-13 14:52:08,2025-01-13 15:45:23,3195,Outgoing
69,21650986464,216787783,2025-01-13 14:01:57,2025-01-13 14:27:13,1516,Incoming
70,21650156522,216629268,2025-01-13 15:21:58,2025-01-13 15:44:33,1355,Incoming
71,21650281656,216250268,2025-01-13 14:48:04,2025-01-13 15:11:48,1424,Outgoing
72,21650184225,216443672,2025-01-13 14:21:09,2025-01-13 14:55:44,2075,Incoming
73,21650234459,216156851,2025-01-13 14:58:54,2025-01-13 15:46:27,2853,Outgoing
74,21650939582,216291437,2025-01-13 14:47:46,2025-01-13 15:15:53,1687,Incoming
75,21650938935,216818984,2025-01-13 14:21:00,2025-01-13 14:33:14,734,Outgoing
76,21650703092,216113116,2025-01-13 13:57:31,2025-01-13 14:17:49,1218,Incoming
77,21650432614,216542846,2025-01-13 14:19:04,2025-01-13 15:09:31,3027,Outgoing
78,21650523630,216835990,2025-01-13 14:06:07,2025-01-13 14:11:55,348,Incoming
79,21650616559,216573459,2025-01-13 14:21:57,2025-01-13 15:19:36,3459,Outgoing
80,21650290126,216895908,2025-01-13 14:08:45,2025-01-13 14:44:45,2160,Incoming
81,21650888345,216171980,2025-01-13 14:42:36,2025-01-13 15:41:22,3526,Incoming
82,21650118067,216329746,2025-01-13 14:22:04,2025-01-13 14:56:01,2037,Incoming
83,21650230558,216757763,2025-01-13 13:48:13,2025-01-13 14:00:13,720,Incoming
84,21650672058,216827133,2025-01-13 14:22:05,2025-01-13 15:11:53,2988,Outgoing
85,21650836784,216555480,2025-01-13 13:29:31,2025-01-13 14:17:10,2859,Outgoing
86,21650199522,216707852,2025-01-13 15:18:54,2025-01-13 16:01:37,2563,Outgoing
87,21650774687,216384510,2025-01-13 14:21:05,2025-01-13 14:23:58,173,Outgoing
88,21650803299,216304050,2025-01-13 15:06:05,2025-01-13 15:53:46,2861,Outgoing
89,21650557620,216920228,2025-01-13 15:13:09,2025-01-13 15:16:00,171,Incoming
90,21650880845,216604737,2025-01-13 14:42:52,2025-01-13 14:50:27,455,Outgoing
91,21650904154,216377759,2025-01-13 15:06:02,2025-01-13 15:23:00,1018,Incoming
92,21650919713,216772883,2025-01-13 14:30:00,2025-01-13 14:56:58,1618,Incoming
93,21650682560,216412132,2025-01-13 15:10:29,2025-01-13 16:08:01,3452,Incoming
94,21650172820,216817886,2025-01-13 14:41:02,2025-01-13 15:08:43,1661,Outgoing
95,21650522066,216644139,2025-01-13 14:49:00,2025-01-13 15:45:58,3418,Outgoing
96,21650854159,216853987,2025-01-13 15:22:50,2025-01-13 15:39:45,1015,Outgoing
97,21650916374,216715028,2025-01-13 13:58:20,2025-01-13 14:48:38,3018,Incoming
98,21650169249,216203875,2025-01-13 14:09:28,2025-01-13 15:03:50,3262,Incoming
99,21650389034,216431606,2025-01-13 13:53:10,2025-01-13 14:38:53,2743,Incoming
100,21650686496,216683133,2025-01-13 15:11:10,2025-01-13 16:03:11,3121,Outgoing
101,21650181612,216179342,2025-01-13 13:46:20,2025-01-13 14:23:55,2255,Outgoing
102,21650153816,216736616,2025-01-13 13:30:41,2025-01-13 14:04:25,2024,Outgoing
103,21650366917,216834527,2025-01-13 13:52:28,2025-01-13 14:42:34,3006,Incoming
104,21650766392,216922563,2025-01-13 14:26:08,2025-01-13 14:46:53,1245,Incoming
105,21650748906,216894828,2025-01-13 13:32:33,2025-01-13 14:13:07,2434,Outgoing
106,21650565038,216741621,2025-01-13 15:20:05,2025-01-13 15:29:11,546,Incoming
107,21650824502,216636766,2025-01-13 14:40:30,2025-01-13 15:08:28,1678,Outgoing
108,21650648785,216631801,2025-01-13 14:33:20,2025-01-13 15:07:43,2063,Incoming
109,21650178538,216355886,2025-01-13 14:44:45,2025-01-13 14:53:45,540,Incoming
110,21650490732,216290813,2025-01-13 13:38:56,2025-01-13 13:41:09,133,Incoming
111,21650369728,216765535,2025-01-13 14:11:21,2025-01-13 15:06:52,3331,Incoming
112,21650159998,216923680,2025-01-13 14:22:19,2025-01-13 15:18:11,3352,Incoming
113,21650155006,216648708,2025-01-13 13:45:26,2025-01-13 14:26:17,2451,Incoming
114,21650111432,216222751,2025-01-13 15:06:49,2025-01-13 15:45:57,2348,Incoming
115,21650633987,216974737,2025-01-13 15:17:16,2025-01-13 15:21:46,270,Outgoing
116,21650162628,216681756,2025-01-13 14:51:53,2025-01-13 15:35:42,2629,Incoming
117,21650625213,216462542,2025-01-13 14:24:33,2025-01-13 15:22:27,3474,Incoming
118,21650865373,216970997,2025-01-13 14:14:30,2025-01-13 15:02:34,2884,Incoming
119,21650404118,216454641,2025-01-13 14:49:29,2025-01-13 15:28:28,2339,Outgoing
120,21650721602,216161480,2025-01-13 14:55:45,2025-01-13 15:33:17,2252,Outgoing
121,21650777879,216165326,2025-01-13 13:40:51,2025-01-13 14:18:14,2243,Incoming
122,21650156533,216255028,2025-01-13 14:26:38,2025-01-13 15:23:35,3417,Outgoing
123,21650160044,216834070,2025-01-13 13:58:21,2025-01-13 14:56:41,3500,Outgoing
124,21650667019,216557509,2025-01-13 14:21:05,2025-01-13 15:01:25,2420,Incoming
125,21650905971,216910770,2025-01-13 15:22:37,2025-01-13 16:07:30,2693,Incoming
126,21650179273,216540260,2025-01-13 14:25:12,2025-01-13 14:56:22,1870,Outgoing
127,21650288163,216609487,2025-01-13 14:07:55,2025-01-13 15:07:53,3598,Outgoing
128,21650688335,216795177,2025-01-13 15:14:13,2025-01-13 15:31:29,1036,Incoming
129,21650367431,216976854,2025-01-13 15:09:34,2025-01-13 15:10:57,83,Outgoing
130,21650711769,216553992,2025-01-13 13:30:55,2025-01-13 13:39:47,532,Outgoing
131,21650356979,216120270,2025-01-13 13:29:12,2025-01-13 13:31:04,112,Outgoing
132,21650232687,216633243,2025-01-13 15:18:09,2025-01-13 15:44:36,1587,Incoming
133,21650657743,216660405,2025-01-13 13:46:20,2025-01-13 13:54:13,473,Incoming
134,21650479954,216326982,2025-01-13 15:21:11,2025-01-13 16:12:06,3055,Outgoing
135,21650912289,216479228,2025-01-13 13:26:41,2025-01-13 14:13:31,2810,Outgoing
136,21650568041,216194182,2025-01-13 14:39:13,2025-01-13 14:47:16,483,Outgoing
137,21650594506,216249191,2025-01-13 14:58:06,2025-01-13 15:49:31,3085,Outgoing
138,21650726064,216988391,2025-01-13 14:26:18,2025-01-13 15:15:51,2973,Outgoing
139,21650165992,216910003,2025-01-13 13:42:13,2025-01-13 13:58:07,954,Incoming
140,21650300346,216973314,2025-01-13 14:06:36,2025-01-13 14:55:47,2951,Outgoing
141,21650766421,216356920,2025-01-13 14:20:51,2025-01-13 14:24:22,211,Outgoing
142,21650191606,216316906,2025-01-13 13:47:52,2025-01-13 13:50:04,132,Incoming
143,21650279942,216192797,2025-01-13 15:02:29,2025-01-13 15:57:42,3313,Outgoing
144,21650818175,216108390,2025-01-13 14:37:04,2025-01-13 15:35:49,3525,Outgoing
145,21650841646,216823365,2025-01-13 14:26:11,2025-01-13 14:44:32,1101,Outgoing
146,21650249964,216614584,2025-01-13 14:55:47,2025-01-13 15:07:57,730,Outgoing
147,21650465551,216352129,2025-01-13 15:20:44,2025-01-13 15:59:35,2331,Incoming
148,21650365733,216418174,2025-01-13 14:36:23,2025-01-13 14:43:43,440,Incoming
149,21650627118,216460593,2025-01-13 15:12:38,2025-01-13 15:32:59,1221,Outgoing
150,21650414615,216345695,2025-01-13 15:10:15,2025-01-13 15:48:44,2309,Outgoing
151,21650129797,216648108,2025-01-13 14:51:12,2025-01-13 15:33:26,2534,Outgoing
152,21650511211,216694714,2025-01-13 14:39:43,2025-01-13 15:18:17,2314,Outgoing
153,21650823203,216445682,2025-01-13 15:18:23,2025-01-13 15:29:38,675,Outgoing
154,21650561076,216166414,2025-01-13 14:25:04,2025-01-13 15:16:55,3111,Incoming
155,21650603216,216692684,2025-01-13 14:46:59,2025-01-13 15:00:14,795,Outgoing
156,21650582634,216682490,2025-01-13 13:46:56,2025-01-13 14:08:25,1289,Outgoing
157,21650233177,216537125,2025-01-13 14:42:57,2025-01-13 15:09:02,1565,Incoming
158,21650822288,216444204,2025-01-13 13:51:54,2025-01-13 14:18:34,1600,Incoming
159,21650406876,216545612,2025-01-13 15:18:44,2025-01-13 15:44:17,1533,Outgoing
160,21650442500,216344661,2025-01-13 14:20:29,2025-01-13 14:54:27,2038,Outgoing
161,21650892889,216153762,2025-01-13 14:47:52,2025-01-13 15:12:08,1456,Incoming
162,21650591080,216726806,2025-01-13 14:58:08,2025-01-13 15:48:58,3050,Incoming
163,21650802861,216869824,2025-01-13 15:02:56,2025-01-13 15:19:40,1004,Outgoing
164,21650928978,216399615,2025-01-13 13:26:36,2025-01-13 13:37:31,655,Outgoing
165,21650600835,216248334,2025-01-13 14:54:46,2025-01-13 15:16:01,1275,Incoming
166,21650853391,216914205,2025-01-13 14:38:01,2025-01-13 14:49:11,670,Incoming
167,21650635056,216408970,2025-01-13 15:03:56,2025-01-13 15:24:24,1228,Incoming
168,21650851527,216344339,2025-01-13 15:12:16,2025-01-13 15:51:00,2324,Outgoing
169,21650807933,216405146,2025-01-13 14:33:41,2025-01-13 14:47:44,843,Outgoing
170,21650238495,216179105,2025-01-13 13:42:23,2025-01-13 14:28:12,2749,Incoming
171,21650855892,216436982,2025-01-13 15:02:10,2025-01-13 15:40:06,2276,Outgoing
172,21650244373,216264847,2025-01-13 13:38:21,2025-01-13 14:31:46,3205,Outgoing
173,21650426657,216821430,2025-01-13 14:32:59,2025-01-13 14:56:46,1427,Outgoing
174,21650792558,216288012,2025-01-13 14:18:36,2025-01-13 14:54:56,2180,Incoming
175,21650332168,216583943,2025-01-13 14:52:16,2025-01-13 15:12:23,1207,Outgoing
176,21650835358,216867775,2025-01-13 14:19:20,2025-01-13 14:59:51,2431,Outgoing
177,21650322633,216362358,2025-01-13 15:07:33,2025-01-13 15:27:50,1217,Outgoing
178,21650932466,216669078,2025-01-13 15:01:36,2025-01-13 15:44:42,2586,Incoming
179,21650155927,216819281,2025-01-13 14:30:35,2025-01-13 14:42:18,703,Outgoing
180,21650601686,216979608,2025-01-13 14:09:20,2025-01-13 14:34:32,1512,Outgoing
181,21650798600,216503729,2025-01-13 14:29:56,2025-01-13 15:03:03,1987,Incoming
182,21650560235,216917583,2025-01-13 14:13:34,2025-01-13 14:30:50,1036,Outgoing
183,21650180977,216627252,2025-01-13 14:51:12,2025-01-13 15:18:30,1638,Incoming
184,21650252532,216192067,2025-01-13 13:49:10,2025-01-13 14:18:56,1786,Incoming
185,21650258282,216640827,2025-01-13 15:02:04,2025-01-13 15:40:37,2313,Outgoing
186,21650240129,216857078,2025-01-13 13:37:09,2025-01-13 14:13:20,2171,Outgoing
187,21650987283,216963028,2025-01-13 13:58:55,2025-01-13 14:08:18,563,Outgoing
188,21650837203,216119569,2025-01-13 14:27:52,2025-01-13 14:39:58,726,Incoming
189,21650656530,216184884,2025-01-13 15:10:10,2025-01-13 15:32:30,1340,Outgoing
190,21650869538,216781380,2025-01-13 13:37:42,2025-01-13 14:06:29,1727,Incoming
191,21650790136,216218014,2025-01-13 15:24:04,2025-01-13 15:24:15,11,Incoming
192,21650935299,216985178,2025-01-13 13:30:45,2025-01-13 14:16:03,2718,Outgoing
193,21650326211,216511601,2025-01-13 15:23:05,2025-01-13 15:56:20,1995,Outgoing
194,21650796089,216294180,2025-01-13 14:32:33,2025-01-13 15:10:11,2258,Incoming
195,21650387712,216692058,2025-01-13 13:43:23,2025-01-13 14:23:04,2381,Outgoing
196,21650648071,216118219,2025-01-13 15:04:30,2025-01-13 15:44:45,2415,Outgoing
197,21650539507,216946127,2025-01-13 13:38:11,2025-01-13 14:30:45,3154,Outgoing
198,21650120025,216569973,2025-01-13 14:30:48,2025-01-13 14:45:02,854,Incoming
199,21650973449,216745276,2025-01-13 13:47:07,2025-01-13 14:00:28,801,Incoming
200,21650700591,216195550,2025-01-13 13:47:36,2025-01-13 14:42:10,3274,Outgoing
201,21650582685,216464375,2025-01-13 13:50:38,2025-01-13 14:26:46,2168,Outgoing
202,21650542359,216468676,2025-01-13 15:12:41,2025-01-13 16:04:53,3132,Outgoing
203,21650100326,216418607,2025-01-13 15:16:03,2025-01-13 15:34:17,1094,Outgoing
204,21650975964,216149408,2025-01-13 14:21:22,2025-01-13 14:36:23,901,Outgoing
205,21650143552,216566603,2025-01-13 15:06:09,2025-01-13 15:33:23,1634,Outgoing
206,21650725354,216350981,2025-01-13 13:34:30,2025-01-13 13:38:45,255,Outgoing
207,21650778031,216489821,2025-01-13 13:58:15,2025-01-13 14:44:14,2759,Incoming
208,21650126519,216150831,2025-01-13 13:42:01,2025-01-13 14:05:41,1420,Incoming
209,21650492461,216311162,2025-01-13 14:10:43,2025-01-13 14:32:17,1294,Incoming
210,21650414151,216465192,2025-01-13 13:42:59,2025-01-13 13:45:55,176,Outgoing
211,21650943098,216405871,2025-01-13 13:56:17,2025-01-13 14:55:43,3566,Outgoing
212,21650419862,216666394,2025-01-13 14:21:35,2025-01-13 14:42:47,1272,Outgoing
213,21650785899,216589643,2025-01-13 13:43:34,2025-01-13 14:09:51,1577,Incoming
214,21650340456,216257691,2025-01-13 15:14:32,2025-01-13 15:50:58,2186,Incoming
215,21650320981,216433316,2025-01-13 13:54:16,2025-01-13 14:28:31,2055,Incoming
216,21650363890,216102631,2025-01-13 14:34:10,2025-01-13 14:50:15,965,Incoming
217,21650391503,216257356,2025-01-13 13:48:54,2025-01-13 14:28:52,2398,Incoming
218,21650837994,216391826,2025-01-13 14:04:26,2025-01-13 14:49:39,2713,Outgoing
219,21650330759,216934361,2025-01-13 15:24:04,2025-01-13 15:52:28,1704,Outgoing
220,21650939802,216434260,2025-01-13 13:30:40,2025-01-13 14:19:21,2921,Outgoing
221,21650578244,216303157,2025-01-13 14:30:50,2025-01-13 15:22:33,3103,Incoming
222,21650237576,216666664,2025-01-13 15:01:31,2025-01-13 15:15:43,852,Incoming
223,21650328325,216609199,2025-01-13 13:25:28,2025-01-13 14:24:18,3530,Outgoing
224,21650857854,216141293,2025-01-13 13:42:23,2025-01-13 13:58:08,945,Outgoing
225,21650555415,216503364,2025-01-13 14:22:27,2025-01-13 14:41:19,1132,Outgoing
226,21650471391,216563092,2025-01-13 14:54:37,2025-01-13 15:05:11,634,Outgoing
227,21650804597,216660611,2025-01-13 13:58:55,2025-01-13 14:05:28,393,Outgoing
228,21650420810,216359127,2025-01-13 14:23:14,2025-01-13 14:38:32,918,Outgoing
229,21650115184,216155507,2025-01-13 14:26:33,2025-01-13 15:23:55,3442,Incoming
230,21650399359,216962343,2025-01-13 14:24:51,2025-01-13 15:02:30,2259,Outgoing
231,21650513315,216959671,2025-01-13 14:21:28,2025-01-13 14:26:02,274,Incoming
232,21650739143,216586928,2025-01-13 13:42:51,2025-01-13 14:06:56,1445,Outgoing
233,21650354731,216943327,2025-01-13 15:22:48,2025-01-13 15:26:25,217,Incoming
234,21650670578,216638995,2025-01-13 15:13:09,2025-01-13 15:48:50,2141,Incoming
235,21650510916,216382746,2025-01-13 13:41:15,2025-01-13 14:00:25,1150,Outgoing
236,21650816728,216277066,2025-01-13 15:00:54,2025-01-13 15:11:52,658,Outgoing
237,21650135022,216705807,2025-01-13 14:06:38,2025-01-13 14:50:29,2631,Outgoing
238,21650565883,216703449,2025-01-13 13:33:21,2025-01-13 14:22:10,2929,Incoming
239,21650710391,216518628,2025-01-13 14:23:32,2025-01-13 14:39:52,980,Outgoing
240,21650819676,216549251,2025-01-13 14:47:30,2025-01-13 15:00:20,770,Incoming
241,21650434958,216486619,2025-01-13 14:15:06,2025-01-13 14:23:03,477,Outgoing
242,21650803656,216244168,2025-01-13 14:44:24,2025-01-13 15:39:09,3285,Incoming
243,21650488566,216102257,2025-01-13 14:11:54,2025-01-13 14:58:33,2799,Incoming
244,21650129564,216790633,2025-01-13 13:57:20,2025-01-13 14:19:19,1319,Incoming
245,21650282463,216294007,2025-01-13 14:31:21,2025-01-13 14:33:39,138,Outgoing
246,21650277926,216192679,2025-01-13 15:04:48,2025-01-13 16:02:18,3450,Incoming
247,21650195493,216923144,2025-01-13 13:37:26,2025-01-13 14:27:45,3019,Outgoing
248,21650452959,216189168,2025-01-13 14:54:06,2025-01-13 15:51:19,3433,Incoming
249,21650315811,216640030,2025-01-13 14:09:29,2025-01-13 14:25:08,939,Outgoing
250,21650321857,216736678,2025-01-13 15:08:12,2025-01-13 15:25:35,1043,Incoming
251,21650139537,216183621,2025-01-13 13:43:39,2025-01-13 13:53:19,580,Outgoing
252,21650114428,216857584,2025-01-13 13:42:07,2025-01-13 14:13:51,1904,Incoming
253,21650512500,216422764,2025-01-13 14:36:38,2025-01-13 14:55:55,1157,Outgoing
254,21650540773,216797814,2025-01-13 14:43:48,2025-01-13 15:42:26,3518,Outgoing
255,21650806267,216931565,2025-01-13 14:34:57,2025-01-13 14:40:39,342,Incoming
256,21650471267,216306799,2025-01-13 15:03:21,2025-01-13 15:22:05,1124,Incoming
257,21650102625,216233572,2025-01-13 13:42:25,2025-01-13 14:33:58,3093,Incoming
258,21650573492,216795318,2025-01-13 15:14:59,2025-01-13 15:46:28,1889,Incoming
259,21650697072,216772556,2025-01-13 14:31:00,2025-01-13 14:56:53,1553,Outgoing
260,21650889722,216643132,2025-01-13 14:13:33,2025-01-13 14:23:12,579,Incoming
261,21650770520,216976904,2025-01-13 13:39:21,2025-01-13 14:21:28,2527,Outgoing
262,21650217814,216659926,2025-01-13 14:06:08,2025-01-13 14:44:45,2317,Incoming
263,21650482083,216771002,2025-01-13 14:20:37,2025-01-13 14:35:04,867,Outgoing
264,21650406504,216695802,2025-01-13 15:20:47,2025-01-13 16:06:34,2747,Incoming
265,21650546490,216582682,2025-01-13 15:06:31,2025-01-13 15:22:06,935,Incoming
266,21650794886,216787973,2025-01-13 14:22:03,2025-01-13 15:02:32,2429,Outgoing
267,21650275252,216401930,2025-01-13 13:40:53,2025-01-13 14:33:00,3127,Outgoing
268,21650706370,216418940,2025-01-13 14:08:11,2025-01-13 14:54:28,2777,Outgoing
269,21650967123,216733271,2025-01-13 14:01:19,2025-01-13 14:03:06,107,Outgoing
270,21650496027,216973783,2025-01-13 14:07:09,2025-01-13 14:32:07,1498,Incoming
271,21650166216,216216389,2025-01-13 14:59:10,2025-01-13 15:00:16,66,Incoming
272,21650634818,216280243,2025-01-13 13:58:51,2025-01-13 14:28:14,1763,Incoming
273,21650465893,216527662,2025-01-13 15:04:02,2025-01-13 15:33:46,1784,Incoming
274,21650607474,216623196,2025-01-13 15:01:40,2025-01-13 16:01:01,3561,Outgoing
275,21650315166,216627895,2025-01-13 15:09:28,2025-01-13 16:00:42,3074,Incoming
276,21650417958,216502135,2025-01-13 14:36:15,2025-01-13 14:48:36,741,Incoming
277,21650882891,216166250,2025-01-13 13:31:16,2025-01-13 14:10:40,2364,Incoming
278,21650738166,216784351,2025-01-13 14:09:20,2025-01-13 14:31:48,1348,Outgoing
279,21650260556,216853040,2025-01-13 15:00:02,2025-01-13 15:40:47,2445,Incoming
280,21650584379,216115572,2025-01-13 14:52:55,2025-01-13 15:32:49,2394,Incoming
281,21650270027,216100295,2025-01-13 15:11:36,2025-01-13 15:51:28,2392,Outgoing
282,21650504244,216126958,2025-01-13 14:39:30,2025-01-13 14:52:37,787,Incoming
283,21650801123,216684085,2025-01-13 14:55:29,2025-01-13 15:49:30,3241,Outgoing
284,21650731097,216677688,2025-01-13 14:48:41,2025-01-13 15:40:20,3099,Outgoing
285,21650756760,216359765,2025-01-13 14:18:52,2025-01-13 15:18:46,3594,Incoming
286,21650125724,216911979,2025-01-13 13:26:41,2025-01-13 14:04:22,2261,Incoming
287,21650596341,216435762,2025-01-13 14:29:05,2025-01-13 14:59:09,1804,Outgoing
288,21650379048,216533130,2025-01-13 13:24:54,2025-01-13 14:18:03,3189,Outgoing
289,21650883224,216574334,2025-01-13 13:24:10,2025-01-13 14:23:58,3588,Incoming
290,21650665605,216319049,2025-01-13 13:46:08,2025-01-13 13:57:56,708,Incoming
291,21650498228,216796836,2025-01-13 15:06:32,2025-01-13 15:46:32,2400,Outgoing
292,21650182701,216870148,2025-01-13 14:39:55,2025-01-13 15:35:16,3321,Incoming
293,21650690260,216221026,2025-01-13 14:36:44,2025-01-13 15:18:50,2526,Incoming
294,21650806650,216197861,2025-01-13 14:55:44,2025-01-13 15:10:40,896,Incoming
295,21650354740,216313417,2025-01-13 14:17:49,2025-01-13 15:14:50,3421,Incoming
296,21650222944,216849076,2025-01-13 14:24:06,2025-01-13 14:46:53,1367,Outgoing
297,21650555124,216450441,2025-01-13 15:13:12,2025-01-13 15:17:03,231,Outgoing
298,21650854296,216914487,2025-01-13 13:40:33,2025-01-13 14:14:41,2048,Incoming
299,21650299102,216878442,2025-01-13 13:27:10,2025-01-13 14:00:46,2016,Incoming
300,21650531684,216363807,2025-01-13 14:07:12,2025-01-13 14:10:07,175,Outgoing
301,21650588439,216558685,2025-01-13 13:31:50,2025-01-13 14:02:05,1815,Incoming
302,21650385518,216576297,2025-01-13 14:21:35,2025-01-13 14:45:17,1422,Incoming
303,21650824190,216885858,2025-01-13 14:17:11,2025-01-13 14:39:26,1335,Incoming
304,21650650829,216224874,2025-01-13 13:34:24,2025-01-13 14:10:22,2158,Outgoing
305,21650809969,216979463,2025-01-13 15:10:34,2025-01-13 15:14:41,247,Outgoing
306,21650591233,216584580,2025-01-13 13:37:35,2025-01-13 13:40:52,197,Incoming
307,21650224659,216582622,2025-01-13 13:41:32,2025-01-13 13:56:03,871,Incoming
